% # columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=342244, Fri Jan 17 15:28:12 2020
1 9 0.3694688829015505 1.0000416675347343 1.0 1.0 1.0000083333680556 1.0000166668055563 1.0000250003125026 1.0000333338888951 1.0000416675347343
2 18 0.39654583767342727 1.0809366447969655 0.9197799148534008 0.9197799148534008 0.9435065299717564 0.9597305522506666 1.0040651126364357 1.0111560424888713 1.0809366447969655
3 27 0.426530167587049 1.169473568751283 0.8627049720343641 0.8627049720343641 0.90265115971109 0.9688779619411662 0.981758654929835 1.093396902603313 1.169473568751283
4 36 0.42629493779516126 1.2095681020762894 0.819940251519656 0.819940251519656 0.8943299273052773 0.9329504754340106 1.0131556230363803 1.1459802938228179 1.2095681020762894
5 45 0.4138800841386826 1.2406455143201915 0.7319442115305295 0.7319442115305295 0.8982856951086803 0.9076501548420508 1.0044341825190477 1.1336145413862524 1.2406455143201915
6 54 0.3889793763137882 1.2209396769827334 0.6895326246118915 0.6895326246118915 0.874284559107818 0.9281274033251071 0.9849426633647713 1.1008279543469963 1.2209396769827334
7 63 0.3602277790035289 1.2389312926911653 0.6450503425356795 0.6450503425356795 0.8378287029322612 0.9142675017498821 0.993707286540175 1.043326730167065 1.2389312926911653
8 72 0.35237211773344146 1.2027679165350904 0.6492990891634319 0.6492990891634319 0.8116638512632336 0.8674482308828044 0.9333060718240639 1.0884414103867144 1.2027679165350904
9 81 0.3089196294467524 1.1418262865953381 0.6141739458246422 0.6141739458246422 0.8246893085080764 0.850987294552138 0.9375904203056495 1.1201722458669525 1.1418262865953381
10 90 0.2794763978414974 1.1513041143835454 0.5929253661861711 0.5929253661861711 0.8125947497141945 0.8230241722554542 0.9221813480541519 1.0341888964406674 1.1513041143835454
11 99 0.24169240436072167 1.1638112303152206 0.5673629487657801 0.5673629487657801 0.7596721678979389 0.8073667200111705 0.9069936822486121 1.071440080430558 1.1638112303152206
12 108 0.2120700339991139 1.1632841234238618 0.5378821213776643 0.5378821213776643 0.7560058038145774 0.782522803079022 0.884083031677239 1.041244097663708 1.1632841234238618
13 117 0.20564371008773244 1.1511107502167566 0.5011173748805117 0.5011173748805117 0.7180336123087817 0.7679763529617168 0.8726583669483625 1.0430082226876782 1.1511107502167566
14 126 0.19039035164016255 1.1743082105990403 0.4907963197206813 0.4907963197206813 0.674997733596808 0.7567814104451608 0.9108693152680147 1.0256126821070144 1.1743082105990403
15 135 0.17584012424928094 1.191931018053312 0.49973988094223754 0.49973988094223754 0.643151400506262 0.7165156694055259 0.8481154194925307 1.04249115655618 1.191931018053312
16 144 0.162416273089325 1.114850208354882 0.5138874118718788 0.5138874118718788 0.6123388439959245 0.7268350648346238 0.8288031111514826 1.0319498252078325 1.114850208354882
17 153 0.14859773983862826 1.1558871214927313 0.5111618294000483 0.5111618294000483 0.6069845868484998 0.6760306359680185 0.7947345466304346 0.9959115713641364 1.1558871214927313
18 162 0.1374631871390876 1.1567612018147686 0.49982499172340117 0.49982499172340117 0.5872421464569577 0.660508081031571 0.7894328804321364 0.9530347315510058 1.1567612018147686
19 171 0.11863413066480094 1.1545820873427282 0.46806396151430457 0.46806396151430457 0.5751123459816257 0.6712479775615282 0.7620426918416826 0.9339810925604617 1.1545820873427282
20 180 0.11169948462936972 1.1436028497666335 0.4334330813257352 0.4334330813257352 0.5837240605016716 0.6221159620613835 0.7556423949360251 0.9306166462298106 1.1436028497666335
21 189 0.10339245151501864 1.075391718348887 0.4287810515235756 0.4287810515235756 0.574267315895001 0.6030262955599798 0.8064761168733326 0.9415218866696687 1.075391718348887
22 198 0.09168032144207716 1.0110874634052218 0.4006065461471478 0.4006065461471478 0.5867362620149379 0.6178983985542172 0.7923422676705462 0.9339255570842517 1.0110874634052218
